Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Spndng_2018,Tot_Spndng_2019,Tot_Spndng_2020,Tot_Spndng_2021
Zocor,Simvastatin,Merck Sharp & D,3555652,3346270,3032549,2826629,1692531
Hyzaar,Losartan/Hydrochlorothiazide,Merck Sharp & D,3034936,2837434,2848234,2809048,1713093
Intron A,"Interferon Alfa-2b,Recomb.",Merck Sharp & D,4666790,3724054,3227078,3468536,2916087
Verquvo,Vericiguat,Merck Sharp & D,0,0,0,0,3048794
Zolinza,Vorinostat,Merck Sharp & D,4170204,4038654,3128282,3137397,3249001
Welireg,Belzutifan,Merck Sharp & D,0,0,0,0,3981413
Cozaar,Losartan Potassium,Merck Sharp & D,5729117,5744263,6262893,6498936,4111230
Renflexis,Infliximab-Abda,Merck Sharp & D,0,41261,1216533,2742064,4181417
Vytorin,Ezetimibe/Simvastatin,Merck Sharp & D,108399045,17842096,11421197,9298870,5325741
Singulair,Montelukast Sodium,Merck Sharp & D,10140164,9603457,9096656,9003564,5853973
Zetia,Ezetimibe,Merck Sharp & D,696097533,36545342,14488620,11366775,6365213
Asmanex HFA,Mometasone Furoate,Merck Sharp & D,9143815,8708176,9408624,9836738,7310740
Delstrigo,Doravirine/Lamivu/Tenofov Diso,Merck Sharp & D,0,71060,2220811,5865683,8118273
Steglatro,Ertugliflozin Pidolate,Merck Sharp & D,0,740483,5523459,11370498,15018152
Asmanex,Mometasone Furoate,Merck Sharp & D,44426113,30629946,26026463,21575108,16104255
Isentress Hd,Raltegravir Potassium,Merck Sharp & D,3845918,23127897,28757459,30536040,29368766
Prevymis,Letermovir,Merck Sharp & D,0,7187846,16265010,28098445,38109251
Pifeltro,Doravirine,Merck Sharp & D,0,381363,13972658,32810913,47754416
Dificid,Fidaxomicin,Merck Sharp & D,26963950,35575154,44460261,47384305,67952402
Keytruda,Pembrolizumab,Merck Sharp & D,14585744,26485846,42645823,57022095,68680806
Dulera,Mometasone/Formoterol,Merck Sharp & D,166290302,143313826,136547489,130978451,106344511
Belsomra,Suvorexant,Merck Sharp & D,60785554,79259333,94315286,104140127,114695562
Isentress,Raltegravir Potassium,Merck Sharp & D,320847442,273290357,214429807,188251438,164360689
Janumet XR,Sitagliptin Phos/Metformin HCl,Merck Sharp & D,223024574,280162143,323319826,366629236,389364879
Janumet,Sitagliptin Phos/Metformin HCl,Merck Sharp & D,611608117,692095106,742597669,791886114,814640687
Januvia,Sitagliptin Phosphate,Merck Sharp & D,2784583493,3228599250,3535674312,3865087773,4059534112
Invanz*,Ertapenem Sodium,Merck Sharp & D*,61485314,50760166,3510857,463297,187177
Sivextro*,Tedizolid Phosphate,Merck Sharp & D*,5218791,7932743,11943859,12709902,4634387
Noxafil*,Posaconazole,Merck Sharp & D*,69719198,81935890,78575527,15485827,7985674
Xeomin,Incobotulinumtoxina,Merz,647786,873585,995522,1004156,1282706
Cuvposa,Glycopyrrolate,Merz,1137935,1577881,1997079,1457799,1483413
Metformin HCl,Metformin HCl,Metcure Pharmac,0,4509,86,3359,1537
Ampicillin Sodium*,Ampicillin Sodium,Methapharm Inc,0,0,0,1216,19185
Multivitamin With Fluoride,Pedi Multivit No.2 W-Fluoride,Method Pharmace,0,204,203,0,436
Sodium Citrate-Citric Acid,Citric Acid/Sodium Citrate,Method Pharmace,0,0,0,1083,466
Sodium Fluoride 5000 Plus,Fluoride (Sodium),Method Pharmace,0,0,0,6851,724
Ibuprofen,Ibuprofen,Method Pharmace,58084,530184,117388,10109,2072
Uro-Mp,Meth/Meblue/Sod Phos/Psal/Hyos,Method Pharmace,1788,10067,15720,2936,5520
Thrivite Rx,"Prenatal Vit,Calc76/Iron/Folic",Method Pharmace,0,1099,3957,12231,13555
Folic Acid*,Folic Acid,Method Pharmace,28391,65255,52586,2419,15253
Methenamine Mandelate,Methenamine Mandelate,Method Pharmace,0,0,10709,27169,18167
Selenium Sulfide,Selenium Sulfide,Method Pharmace,46859,28670,4700,13593,25213
Phenazopyridine HCl,Phenazopyridine HCl,Method Pharmace,34584,22441,30023,54954,43398
Gabapentin,Gabapentin,Method Pharmace,2864101,5380771,2069808,202056,46152
Me-Naphos-Mb-Hyo 1,Methenam/Sod Phos/Mblue/Hyoscy,Method Pharmace,0,0,0,7867,50742
M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",Method Pharmace,0,348,31650,41662,101650
Felodipine ER,Felodipine,Method Pharmace,0,0,0,1341,122591
Clonidine HCl,Clonidine HCl,Method Pharmace,0,0,0,21595,343957
Pyridostigmine Bromide,Pyridostigmine Bromide,Method Pharmace,0,0,17560,554772,604722
Carisoprodol,Carisoprodol,Method Pharmace,0,0,194221,1491308,1154742
Labetalol HCl*,Labetalol HCl,Method Pharmace,0,1608956,3361921,3158992,1615454
Ciprofloxacin HCl*,Ciprofloxacin HCl,Method Pharmace,0,0,0,575,2038957
Haloperidol,Haloperidol,Method Pharmace,0,0,2420,3315927,6151462
Sodium Fluoride*,Fluoride (Sodium),Method Pharmace*,0,232,2159,3236,1315
Easy Touch Sheathlock Insulin,"Syringe,Needle,Insuln,Safe,1ml",Mhc Medical Pro,7682,5298,2849,1090,698
Easy Touch Fliplock Insulin,"Syringe,Needle,Insuln,Safe,1ml",Mhc Medical Pro,3052,5055,5296,3335,1552
Easy Touch Insulin Safety,"Syringe,Needle,Insuln,Safe,1ml",Mhc Medical Pro,11871,7639,5986,5784,2622
Easy Touch Insulin Safety,"Syringe,Needle,Insuln,Sf 0.5ml",Mhc Medical Pro,28716,14245,10432,12493,10167
Easy Touch Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Mhc Medical Pro,26014,22175,20876,19511,16250
Easy Touch Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Mhc Medical Pro,70253,61010,45149,34840,33844
Easy Touch Insulin Syringe,"Syringe And Needle,Insulin,1ml",Mhc Medical Pro,89155,87048,62818,52566,56358
Easy Touch Safety Pen Needle,"Pen Needle, Diabetic, Safety",Mhc Medical Pro,0,0,19741,53526,74310
Easy Touch,"Syring-Needl,Disp,Insul,0.3 Ml",Mhc Medical Pro,277637,222473,181332,160639,174527
Easy Touch,"Syringe And Needle,Insulin,1ml",Mhc Medical Pro,415855,338670,270076,247669,258564
Easy-Touch Insulin Syringe,"Syringe And Needle,Insulin,1ml",Mhc Medical Pro,623034,493314,380335,343273,324281
Easy Touch,"Syringe-Needle,Insulin,0.5 Ml",Mhc Medical Pro,1015552,802111,582524,528485,536945
Easy Touch Alcohol Prep Pads,Alcohol Antiseptic Pads,Mhc Medical Pro,328363,412875,264729,703206,927338
Easy Touch Pen Needle,"Pen Needle, Diabetic",Mhc Medical Pro,4597218,4637147,3597559,3671148,4412873
Simvastatin,Simvastatin,"Micro Labs USA,",240,699,879,1347,1014
Fenofibric Acid,Fenofibric Acid (Choline),"Micro Labs USA,",0,0,0,0,6044
Losartan Potassium,Losartan Potassium,"Micro Labs USA,",126946,342071,134431,39496,44366
Triamcinolone Acetonide*,Triamcinolone Acetonide,"Micro Labs USA,",0,0,0,0,48244
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,"Micro Labs USA,",0,460566,1145234,624370,54455
Erythromycin,Erythromycin Base In Ethanol,"Micro Labs USA,",0,0,0,0,71766
Mefenamic Acid,Mefenamic Acid,"Micro Labs USA,",12359,64359,128925,107179,106954
Acetazolamide ER,Acetazolamide,"Micro Labs USA,",0,0,0,0,126293
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,"Micro Labs USA,",0,0,0,0,165183
Potassium Chloride*,Potassium Chloride,"Micro Labs USA,",0,0,0,0,534981
Ranolazine ER,Ranolazine,"Micro Labs USA,",0,0,0,0,939453
Piroxicam,Piroxicam,"Micro Labs USA,",0,53798,903391,1517288,1496664
Ketorolac Tromethamine*,Ketorolac Tromethamine,"Micro Labs USA,",0,0,0,0,2172035
Clobetasol Propionate,Clobetasol Propionate,"Micro Labs USA,",0,0,0,1456378,2907043
Atorvastatin Calcium,Atorvastatin Calcium,"Micro Labs USA,",0,0,0,1514099,3173330
Clindamycin HCl,Clindamycin HCl,"Micro Labs USA,",0,0,742678,2708395,3454647
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,"Micro Labs USA,",0,12645,373551,1786545,4002442
Glimepiride,Glimepiride,"Micro Labs USA,",4108,3146,117712,4063321,4196920
Cromolyn Sodium*,Cromolyn Sodium,"Micro Labs USA,",757119,1761715,2105808,2965897,4341424
Metformin HCl,Metformin HCl,"Micro Labs USA,",0,0,0,1639826,4349421
Clomipramine HCl,Clomipramine HCl,"Micro Labs USA,",0,0,0,12420,5123549
Telmisartan,Telmisartan,"Micro Labs USA,",0,0,0,2744388,5944590
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,"Micro Labs USA,",72223,761162,3434254,4224311,6062942
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,"Micro Labs USA,",14397,483409,2593857,6805240,6400908
Methenamine Hippurate,Methenamine Hippurate,"Micro Labs USA,",0,0,855720,5588336,7392695
Clobazam,Clobazam,"Micro Labs USA,",0,0,639242,4282555,8460028
Dorzolamide HCl,Dorzolamide HCl,"Micro Labs USA,",0,0,41070,9756192,10131555
Dalfampridine ER,Dalfampridine,"Micro Labs USA,",0,0,2368943,5074682,10920326
Celecoxib,Celecoxib,"Micro Labs USA,",0,87418,5873423,11117086,12022677
Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,"Micro Labs USA,",0,0,0,4139021,15305521
Travoprost,Travoprost,"Micro Labs USA,",0,0,0,0,15567394
Rasagiline Mesylate,Rasagiline Mesylate,"Micro Labs USA,",0,0,1357182,15619364,18986590
Oravig,Miconazole,Midatech Pharma,127260,136994,156590,146367,17738
Zuplenz,Ondansetron,Midatech Pharma,114061,713790,852413,719819,140481
Chlorzoxazone,Chlorzoxazone,"Mikart, Inc",0,0,0,73078,62236
Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,"Mikart, Inc",1238188,865906,463833,255576,301853
Velcade,Bortezomib,Millennium Phar,16206972,14455392,15061837,14973142,12145291
Alunbrig,Brigatinib,Millennium Phar,0,11562021,14483937,15825268,19416970
Iclusig,Ponatinib HCl,Millennium Phar,0,34412555,78355626,83013331,89035994
Ninlaro,Ixazomib Citrate,Millennium Phar,212863640,268282619,315401202,378740491,366333436
Intrarosa,Prasterone (Dhea),Millicent Pharm,0,0,0,0,2474549
Femring,Estradiol Acetate,Millicent Pharm,0,0,3502019,5089738,5585997
Citranatal B-Calm,Prenatal 48/Iron/Folic Acid/B6,Mission Pharm.,1591,2391,1411,3007,3448
Prednisolone Sodium Phosphate*,Prednisolone Sodium Phosphate,Mission Pharm.,16884,30140,23487,6383,3711
Utira-C,Meth/Meblue/Sod Phos/Psal/Hyos,Mission Pharm.,6384,15980,9191,0,6231
Binosto,Alendronate Sodium,Mission Pharm.,942686,1102417,1195416,181553,18382
Texacort,Hydrocortisone,Mission Pharm.,7132,43639,105106,75406,47497
Urocit-K,Potassium Citrate,Mission Pharm.,319506,292453,287991,256481,196461
Lithostat,Acetohydroxamic Acid,Mission Pharm.,113622,444108,835240,742914,973033
Exservan,Riluzole,Mitsubishi Tana,0,0,0,0,67996
Radicava,Edaravone,Mitsubishi Tana,8761573,64233760,67589597,66883209,64882863
Vtol Lq,Butalb/Acetaminophen/Caffeine,"Monarch Pcm, Ll",0,0,0,169305,291197
Tigan*,Trimethobenzamide HCl,Monarch Phrm,32196,33331,31044,77315,39805
Menest,"Estrogens,Esterified",Monarch Phrm,2254070,1222440,1258591,1214215,1152100
Altace,Ramipril,Monarch Phrm,5457364,5805847,5216071,4696888,3761563
Monjuvi,Tafasitamab-Cxix,Morphosys US In,0,0,0,0,808990
Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Morton Grove Ph,0,0,0,2075,1622
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,Morton Grove Ph,6242,2831,2428,1471,2090
Promethazine-Codeine,Promethazine HCl/Codeine,Morton Grove Ph,2291,9530,8864,11606,7513
Furosemide*,Furosemide,Morton Grove Ph,36903,34533,16872,10111,11099
Amantadine,Amantadine HCl,Morton Grove Ph,66895,71212,46111,42997,13320
Phenytoin,Phenytoin,Morton Grove Ph,1505864,629957,46464,24050,15746
Prednisolone Sodium Phosphate*,Prednisolone Sodium Phosphate,Morton Grove Ph,69203,70448,31784,9974,24126
Promethazine-DM,Promethazine/Dextromethorphan,Morton Grove Ph,806,762,2465,52038,32108
Hydroxyzine HCl*,Hydroxyzine HCl,Morton Grove Ph,192666,185508,194208,165743,46749
Oxybutynin Chloride,Oxybutynin Chloride,Morton Grove Ph,160679,162010,127264,70306,69946
Lindane,Lindane,Morton Grove Ph,191244,181959,134850,88208,74978
Erythromycin,Erythromycin Base In Ethanol,Morton Grove Ph,216580,205820,530518,143097,101135
Selenium Sulfide,Selenium Sulfide,Morton Grove Ph,428472,348198,184439,161459,142629
Doxepin HCl*,Doxepin HCl,Morton Grove Ph,90150,128010,142975,79738,144847
Acetic Acid*,Acetic Acid,Morton Grove Ph,465849,553128,261529,256528,300086
Carbamazepine,Carbamazepine,Morton Grove Ph,1811734,1706675,1449901,1054044,402530
Clobetasol Propionate,Clobetasol Propionate,Morton Grove Ph,827707,1422059,1839994,464218,412199
Levetiracetam*,Levetiracetam,Morton Grove Ph,141120,45372,38878,72709,448234
Lactulose,Lactulose,Morton Grove Ph,190552,635111,418252,790050,642694
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Morton Grove Ph,1020424,828648,1242105,843891,777692
Promethazine HCl*,Promethazine HCl,Morton Grove Ph,202000,477546,971524,1351857,793896
Dexamethasone,Dexamethasone,Morton Grove Ph,1612481,1696477,1644668,1586701,1128380
Generlac,Lactulose,Morton Grove Ph,4811903,4722060,3147739,1678570,1201567
Valproic Acid,Valproic Acid (As Sodium Salt),Morton Grove Ph,2120317,3929510,2462829,1716785,1253341
Triamcinolone Acetonide*,Triamcinolone Acetonide,Morton Grove Ph,540167,1177444,1397657,1724860,1844693
Nystatin*,Nystatin,Morton Grove Ph,7830752,11996917,11977375,5048755,1892763
Megestrol Acetate,Megestrol Acetate,Morton Grove Ph,6857686,7229016,5886515,4165706,3420992
Fluticasone Propionate*,Fluticasone Propionate,Morton Grove Ph,16536360,19120680,8479640,9107628,9165177
Atenolol,Atenolol,Mutual Pharm Co,2001,1905,1869,1028,663
Thioridazine HCl,Thioridazine HCl,Mutual Pharm Co,98585,65741,39277,29857,15291
Quinine Sulfate,Quinine Sulfate,Mutual Pharm Co,874169,524637,192333,37462,27115
Temazepam,Temazepam,Mutual Pharm Co,219928,1648226,413405,45515,27631
Clonidine HCl,Clonidine HCl,Mutual Pharm Co,277011,59310,34412,29593,29609
Propafenone HCl,Propafenone HCl,Mutual Pharm Co,5478930,5199554,750749,129544,79987
Trimethobenzamide HCl,Trimethobenzamide HCl,Mutual Pharm Co,251262,201943,36467,327135,89107
Felodipine ER,Felodipine,Mutual Pharm Co,3770991,2709858,329757,136698,117536
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Mutual Pharm Co,3222673,1873398,214440,159199,139916
Trazodone HCl,Trazodone HCl,Mutual Pharm Co,1247146,1180312,697456,304314,169719
Ergoloid Mesylates,Ergoloid Mesylates,Mutual Pharm Co,750494,680922,558767,198083,175430
Nystatin*,Nystatin,Mutual Pharm Co,480902,491086,521229,442230,202367
Albuterol Sulfate*,Albuterol Sulfate,Mutual Pharm Co,7694568,6313916,3910540,1566240,243627
Sulindac,Sulindac,Mutual Pharm Co,657698,505490,132108,49863,264398
Spironolactone,Spironolactone,Mutual Pharm Co,9742170,16045137,14403890,1686861,1088869
Quinidine Gluconate*,Quinidine Gluconate,Mutual Pharm Co,3633571,3107605,2752639,2262494,1982664
Minoxidil,Minoxidil,Mutual Pharm Co,1620225,1155181,349862,1180776,2460636
Doxycycline Hyclate*,Doxycycline Hyclate,Mutual Pharm Co,3257646,3487901,4131634,3852050,3599685
Spironolactone-HCTZ,Spironolact/Hydrochlorothiazid,Mutual Pharm Co,7002863,5811269,9245298,8621447,6939464
Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol,Mylan,13398,0,10585,6846,342
Methyldopa,Methyldopa,Mylan,357462,272145,25026,4346,464
Captopril-Hydrochlorothiazide,Captopril/Hydrochlorothiazide,Mylan,3029746,2361100,1613720,79814,982
Dexmethylphenidate HCl ER,Dexmethylphenidate HCl,Mylan,690535,225580,30313,3904,1573
Gatifloxacin,Gatifloxacin,Mylan,0,0,165325,9862,1864
Tizanidine HCl,Tizanidine HCl,Mylan,7096772,5220389,85992,47045,2141
Ciprofloxacin HCl*,Ciprofloxacin HCl,Mylan,74076,19364,11040,5128,3164
Avita,Tretinoin,Mylan,10537,10596,6120,4973,3246
Nicardipine HCl*,Nicardipine HCl,Mylan,1027150,938165,478523,20369,5064
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Mylan,2413854,2536921,68358,10636,5885
Donepezil HCl,Donepezil HCl,Mylan,350325,28851,14553,8045,6148
Doxycycline Hyclate*,Doxycycline Hyclate,Mylan,3398692,1046231,170111,20574,6506
Riluzole,Riluzole,Mylan,53157,29326,18922,15612,8276
Frovatriptan Succinate,Frovatriptan Succinate,Mylan,764618,378022,495707,102368,8652
Sodium Chloride,Sodium Chloride For Inhalation,Mylan,44259,11204,11377,11016,9320
Alprazolam,Alprazolam,Mylan,4944329,3704068,2676705,1443243,9790
Sotalol Af,Sotalol HCl,Mylan,1045074,683225,226785,78241,11017
Probenecid,Probenecid,Mylan,1253872,880796,81900,53964,11724
Modafinil,Modafinil,Mylan,8032236,1275022,949316,96216,14138
Guanfacine HCl,Guanfacine HCl,Mylan,500204,601810,111865,36575,14786
Doxylamine Succ-Pyridoxine HCl,Doxylamine Succinate/Vit B6,Mylan,0,0,0,0,15145
Luxiq,Betamethasone Valerate,Mylan,0,0,9717,16376,17889
Loxapine,Loxapine Succinate,Mylan,1757681,1725954,290670,63531,19069
Prudoxin,Doxepin HCl,Mylan,0,10058,105725,78188,20121
Piroxicam,Piroxicam,Mylan,2506086,1768540,480136,97563,23338
Olux,Clobetasol Propionate,Mylan,0,0,17785,25789,23503
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Mylan,1270868,1005459,657430,353078,24211
Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron,Mylan,31583,25068,34019,26853,24229
Levalbuterol Concentrate,Levalbuterol HCl,Mylan,103193,67107,60727,29310,26053
Enalapril-Hydrochlorothiazide,Enalapril/Hydrochlorothiazide,Mylan,1776087,1541589,905424,83756,26436
Olux-E,Clobetasol Propionate/Emoll,Mylan,0,0,31766,41011,26878
Naproxen-Esomeprazole Mag,Naproxen/Esomeprazole Mag,Mylan,0,0,0,0,27201
Butorphanol Tartrate*,Butorphanol Tartrate,Mylan,880700,1294066,1568112,647938,28567
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol,Mylan,10030,27529,25077,32302,29873
Clobazam,Clobazam,Mylan,0,0,95471,61505,30121
Zonalon,Doxepin HCl,Mylan,0,0,689287,641915,30502
Acebutolol HCl,Acebutolol HCl,Mylan,1414077,1408116,245019,170579,31814
Terazosin HCl,Terazosin HCl,Mylan,3178436,2267845,233452,166934,38586
Ethynodiol-Ethinyl Estradiol,Ethynodiol D-Ethinyl Estradiol,Mylan,4158,29617,37654,41493,39775
Fluoxetine HCl,Fluoxetine HCl,Mylan,22289949,9333469,1321351,282907,40067
Phenytoin,Phenytoin,Mylan,2053519,755904,59349,45216,40250
Mycophenolate Mofetil,Mycophenolate Mofetil,Mylan,75913,156234,212980,55510,41576
Levalbuterol HCl,Levalbuterol HCl,Mylan,396134,243318,235979,152491,42095
Propafenone HCl ER,Propafenone HCl,Mylan,5314224,2018606,953256,110412,42526
Captopril,Captopril,Mylan,13103262,8545606,3493709,240823,43123
Sulindac,Sulindac,Mylan,1157633,1090036,955454,660465,45662
Desogestr-Eth Estrad Eth Estra,Desog-E.Estradiol/E.Estradiol,Mylan,21977,35089,67452,75721,48042
Indapamide,Indapamide,Mylan,4287539,1819230,507900,200690,48953
Theophylline,Theophylline Anhydrous,Mylan,389740,935424,760273,333227,49329
Olopatadine HCl*,Olopatadine HCl,Mylan,0,359482,771741,234023,52342
Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Mylan,12434911,6273514,1903357,996335,52387
Bupropion HCl,Bupropion HCl,Mylan,4528556,801527,397642,158980,53405
Nevirapine,Nevirapine,Mylan,63914,26663,70313,54367,53460
Cystagon,Cysteamine Bitartrate,Mylan,51879,63148,65840,65489,55267
Voriconazole*,Voriconazole,Mylan,400499,242350,150198,71022,57588
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Mylan,11467232,2561676,234993,137152,57835
Clobetasol Propionate,Clobetasol Propionate,Mylan,24732,2897050,1453035,191470,57926
Vusion,Miconazole Nitrate/Zinc Ox/Pet,Mylan,0,0,0,17970,59052
Hydrochlorothiazide,Hydrochlorothiazide,Mylan,6413667,5837098,5229296,1571584,68669
Ipratropium Bromide*,Ipratropium Bromide,Mylan,405589,332010,259818,146090,77455
Temazepam,Temazepam,Mylan,19790880,12647420,1785428,218848,77780
Phenytek,Phenytoin Sodium Extended,Mylan,1308739,541961,26201,199742,85295
Maxzide-25 Mg,Triamterene/Hydrochlorothiazid,Mylan,206940,71388,26722,58119,86677
Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan,1604997,1905717,354768,130131,94055
Celecoxib,Celecoxib,Mylan,50157615,5053289,489409,190595,94161
Diltiazem HCl*,Diltiazem HCl,Mylan,9434912,6185782,869930,310944,94503
Mentax,Butenafine HCl,Mylan,383542,244354,139464,103352,95786
Eszopiclone,Eszopiclone,Mylan,2087253,1058110,300023,198748,98853
Ropinirole HCl,Ropinirole HCl,Mylan,177481,113674,111599,88165,100597
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron,Mylan,46966,81996,96273,84510,106642
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Mylan,11765461,8688588,676083,240619,109636
Olmesartan Medoxomil,Olmesartan Medoxomil,Mylan,63757774,12355394,1676885,260530,119456
Methylphenidate ER,Methylphenidate HCl,Mylan,2306930,2727488,679855,312867,124926
Itraconazole,Itraconazole,Mylan,1900314,686912,221173,141730,125141
Doxazosin Mesylate,Doxazosin Mesylate,Mylan,12573808,10871099,1226361,469667,125185
Amitriptyline HCl,Amitriptyline HCl,Mylan,18479665,14900642,2021245,524770,125460
Erythromycin,Erythromycin Base In Ethanol,Mylan,0,58868,286445,171815,129905
Flurazepam HCl,Flurazepam HCl,Mylan,701595,773564,293365,121355,144075
Entacapone,Entacapone,Mylan,4867013,4687765,2284072,1131396,149334
Drospirenone-Ethinyl Estradiol,Ethinyl Estradiol/Drospirenone,Mylan,131875,161701,228491,205391,153401
Ondansetron ODT,Ondansetron,Mylan,7185459,4856143,459381,199652,176262
Clobetasol Emulsion,Clobetasol Propionate/Emoll,Mylan,0,0,120047,166361,177444
Cinacalcet HCl,Cinacalcet HCl,Mylan,0,0,1369789,832448,178619
Fenofibrate,"Fenofibrate,Micronized",Mylan,18209504,8844425,991151,459767,185092
Sumatriptan Succ-Naproxen Sod,Sumatriptan Succ/Naproxen Sod,Mylan,0,66819,425869,551037,188122
Rizatriptan,Rizatriptan Benzoate,Mylan,363605,327392,303698,227770,196872
Maxzide,Triamterene/Hydrochlorothiazid,Mylan,293827,299638,279208,245252,205566
Levonorg-Eth Estrad Eth Estrad,L-Norgest/E.Estradiol-E.Estrad,Mylan,202423,241736,326142,295442,211903
Nifedipine ER,Nifedipine,Mylan,27569753,13168344,4666847,381206,219118
Timolol Maleate*,Timolol Maleate,Mylan,1553517,1147235,186749,243952,220453
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan,55559205,14739920,660280,481606,226110
