Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Country,Facility Type,EV Pricing
GEORGIA POWER MERCER DC,1501 Mercer University Dr,Macon,GA,31207,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.829144,-83.65019,5/8/2023,256974,2023-05-08 00:36:04 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA LA GRANDE DC2,2712 Island Ave,La Grande,OR,97850,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.333102,-118.067933,5/8/2023,256976,2023-05-08 00:36:05 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA LA GRANDE DC4,2712 Island Ave,La Grande,OR,97850,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.333102,-118.068035,5/8/2023,256977,2023-05-08 00:36:05 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA LA GRANDE DC3,2712 Island Ave,La Grande,OR,97850,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.333098,-118.067968,5/8/2023,256978,2023-05-08 00:36:05 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER CLAYTON DC,19 Duncan St,Clayton,GA,30525,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.880054,-83.40182,5/8/2023,256983,2023-05-08 00:36:09 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
MITTEN INC MITTEN 2,1001 US-40,Oakley,KS,67748,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.120201,-100.81109,5/8/2023,256984,2023-05-08 00:36:09 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
MITTEN INC MITTEN 1,1001 US-40,Oakley,KS,67748,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.119069,-100.809511,5/8/2023,256985,2023-05-08 00:36:09 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
DOYLESTOWN ORG28566,4465 W Swamp Rd,Doylestown,PA,18902,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.333473,-75.136826,5/8/2023,257166,2023-05-08 00:36:03 UTC,3/28/2023,CHADEMO J1772COMBO,US,,
HAMILTON TWNHLL PATTON DCFC 01,0 Asbury St,Hamilton,MA,1982,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.613511,-70.872176,5/8/2023,257247,2023-05-08 00:35:41 UTC,3/29/2023,CHADEMO J1772COMBO,US,,
HAMILTON TWNHLL PATTON DCFC 02,0 Asbury st,Hamilton,MA,1982,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.613493,-70.872144,5/8/2023,257248,2023-05-08 00:35:41 UTC,3/29/2023,CHADEMO J1772COMBO,US,,
CARROLL EMC HQ CHICK-FIL-A-DC2,89 US Highway 27 Bypass,Bremen,GA,30110,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.688248,-85.15021,5/8/2023,257258,2023-05-08 00:36:15 UTC,3/29/2023,CHADEMO J1772COMBO,US,,
CARROLL EMC HQ CHICK-FIL-A-DC1,89 US Highway 27 Bypass,Bremen,GA,30110,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.688225,-85.15016,5/8/2023,257259,2023-05-08 00:36:15 UTC,3/29/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR FAIRPLAY PL1,901 Main Street,Fairplay,CO,80440,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.221481,-105.997568,5/8/2023,257262,2023-05-08 00:36:17 UTC,3/29/2023,CHADEMO J1772COMBO,US,,
RECHARGECO ST-SAUVEUR01,130 Chem. du Lac-Millette,Saint-Sauveur,QC,J0R 1R6,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.898123,-74.145977,5/8/2023,257353,2023-05-08 00:37:58 UTC,3/30/2023,CHADEMO J1772COMBO,CA,,
RECHARGECO ST-SAUVEUR02,130 Chem. du Lac-Millette,Saint-Sauveur,QC,J0R 1R6,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.898122,-74.145915,5/8/2023,257354,2023-05-08 00:37:58 UTC,3/30/2023,CHADEMO J1772COMBO,CA,,
RICART CHARGER KIA LEVEL 3,4255 S Hamilton Rd,Groveport,OH,43125,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.892068,-82.888734,5/8/2023,257764,2023-05-08 00:32:55 UTC,4/1/2023,J1772COMBO,US,,
RICART CHARGER HYUNDAI SHOW,4247 S Hamilton Rd,Columbus,OH,43125,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.890873,-82.886898,5/8/2023,257781,2023-05-08 00:36:04 UTC,4/1/2023,CHADEMO J1772COMBO,US,,
RICART CHARGER HYUNDAI PARK,4247 S Hamilton Rd,Columbus,OH,43125,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.891128,-82.887317,5/8/2023,257782,2023-05-08 00:36:04 UTC,4/1/2023,CHADEMO J1772COMBO,US,,
CENTENNIAL PARK PAGOSA SPGS PL1,San Juan River Walk,Pagosa Springs,CO,81147,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.265635,-107.012042,5/8/2023,257794,2023-05-08 00:36:18 UTC,4/1/2023,CHADEMO J1772COMBO,US,,
CENTENNIAL PARK PAGOSA SPGS PL2,San Juan River Walk,Pagosa Springs,CO,81147,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.265636,-107.011993,5/8/2023,257795,2023-05-08 00:36:18 UTC,4/1/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER CAPTAIN D MADI,1930 Eatonton Rd,Madison,GA,30650,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.561153,-83.47664,5/8/2023,257901,2023-05-08 00:36:16 UTC,4/5/2023,CHADEMO J1772COMBO,US,,
BIG Y FOODS MOHAWK TRAIL #1,249a Mohawk Trail,Greenfield,MA,1301,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.587088,-72.625791,5/8/2023,257904,2023-05-08 00:36:20 UTC,4/5/2023,J1772COMBO,US,,
VOLVO CAR USA HERMISTON DC3,1215 N 1st St,Hermiston,OR,97838,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.849208,-119.29078,5/8/2023,257938,2023-05-08 00:35:04 UTC,4/6/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA HERMISTON DC4,1235 N 1st St,Hermiston,OR,97838,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.849226,-119.290761,5/8/2023,257948,2023-05-08 00:36:21 UTC,4/6/2023,CHADEMO J1772COMBO,US,,
RACINE HYUNDAI LVL 3 EAST SIDE,13313 Washington Ave,Mount Pleasant,WI,53177,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.722969,-87.948414,5/8/2023,257951,2023-05-08 00:36:21 UTC,4/6/2023,CHADEMO J1772COMBO,US,,
NOURIA NOURIA ENERGY C,195 S River Rd,Bedford,NH,3110,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.944524,-71.474429,5/8/2023,258225,2023-05-08 00:30:01 UTC,4/7/2023,CHADEMO J1772COMBO,US,,
AVISBUDGET WEST CPE250,N755 Communication Dr,Appleton,WI,54914,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.267735,-88.502426,5/8/2023,258235,2023-05-08 00:36:06 UTC,4/7/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR BRISTOL PL1,3260 New Rodgers Road,Bristol,PA,19007,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.12736,-74.881525,5/8/2023,258239,2023-05-08 00:36:20 UTC,4/7/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR BRISTOL PL2,3260 New Rodgers Road,Bristol,PA,19007,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.127363,-74.881445,5/8/2023,258240,2023-05-08 00:36:20 UTC,4/7/2023,CHADEMO J1772COMBO,US,,
U OF U SOLAR CANOPY,357 1400 E,Salt Lake City,UT,84112,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.761323,-111.850762,5/8/2023,258284,2023-05-08 00:36:05 UTC,4/8/2023,CHADEMO J1772COMBO,US,,
QUIRK AUTO SABARU,295 Hogan Rd,Bangor,ME,4401,888-758-4389,Public,Mon 6:00am - 11:00pm; Tue 6:00am - 11:00pm; Wed 6:00am - 11:00pm; Thu 6:00am - 11:00pm; Fri 6:00am - 11:00pm; Sat 6:00am - 11:00pm; Sun 6:00am - 11:00pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.824584,-68.739581,5/8/2023,258954,2023-05-08 00:36:18 UTC,4/11/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER CUMMING DC1,1532 Market Pl Blvd,Cumming,GA,30041,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.18749,-84.13103,5/8/2023,258961,2023-05-08 00:36:22 UTC,4/11/2023,CHADEMO J1772COMBO,US,,
MBOC WAY DC250 1,1 Mercedes Way,Woodbury,NY,10926,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.316275,-74.142409,5/8/2023,258981,2023-05-08 00:29:12 UTC,4/12/2023,CHADEMO J1772COMBO,US,,
ES1 SALIDA PL1,1 County Road 105,Salida,CO,81201,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.523482,-105.983897,5/8/2023,259010,2023-05-08 00:36:23 UTC,4/12/2023,CHADEMO J1772COMBO,US,,
ES1 SALIDA PL2,1 County Road 105,Salida,CO,81201,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.523504,-105.98391,5/8/2023,259011,2023-05-08 00:36:23 UTC,4/12/2023,CHADEMO J1772COMBO,US,,
RECHARGECO LAVAL 01,380 Bd du Curé-Labelle,Laval,QC,H7L 3A2,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.593362,-73.786576,5/8/2023,259016,2023-05-08 00:37:59 UTC,4/12/2023,CHADEMO J1772COMBO,CA,,
RECHARGECO LAVAL02,380 Bd du Curé-Labelle,Laval,QC,H7L 3A2,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.593308,-73.786495,5/8/2023,259017,2023-05-08 00:37:59 UTC,4/12/2023,CHADEMO J1772COMBO,CA,,
DENNIS HYUNDAI BACK FENCE,2900 Morse Rd,Columbus,OH,43231,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0594,-82.942569,5/8/2023,259239,2023-05-08 00:36:04 UTC,4/13/2023,CHADEMO J1772COMBO,US,,
101 LOMBARD ST LEVIS RAPID 2,101 Lombard St,San Francisco,CA,94111,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.803712,-122.404534,5/8/2023,259246,2023-05-08 00:36:17 UTC,4/13/2023,CHADEMO J1772COMBO,US,,
101 LOMBARD ST LEVIS RAPID 1,101 Lombard St,San Francisco,CA,94111,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.803712,-122.404469,5/8/2023,259247,2023-05-08 00:36:17 UTC,4/13/2023,CHADEMO J1772COMBO,US,,
FORT KNOX IBCRG#2,10 Bullion Blvd,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.883138,-85.964347,5/8/2023,259317,2023-05-08 00:35:08 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
CAPITAL KIA CPE250 1,9630 OH-14,Streetsboro,OH,44241,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.248611,-81.359163,5/8/2023,259318,2023-05-08 00:35:44 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
CONIFER CONIFER PL1,27171 Main Street,Conifer,CO,80433,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.527636,-105.306179,5/8/2023,259323,2023-05-08 00:36:03 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
CONIFER CONIFER PL2,27171 Main Street,Conifer,CO,80433,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.527659,-105.306164,5/8/2023,259324,2023-05-08 00:36:03 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
SUBARU CUSTOMER CUSTOMEREXPRESS,45 Winsted Rd,Torrington,CT,6790,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.820114,-73.12166,5/8/2023,259326,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
FORT KNOX OBCRG#1,397 Redmar Blvd,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.916103,-85.955955,5/8/2023,259327,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
FORT KNOX OBCRG#3,397 Redmar Blvd,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.883511,-85.965334,5/8/2023,259329,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
FORT KNOX OBCRG#4,397 Redmar Blvd,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.883671,-85.965088,5/8/2023,259330,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
FORT KNOX IBCRG#3,397 Redmar Blvd,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.883664,-85.965269,5/8/2023,259331,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
FORT KNOX IBCRG#4,10 Bullion Blvd,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.882596,-85.963961,5/8/2023,259332,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
FORT KNOX IBCRG#1,7543 McDevett Circle,Fort Knox,KY,40121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.915807,-85.955172,5/8/2023,259333,2023-05-08 00:36:07 UTC,4/14/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA HERMISTON DC2,1215 N 1st St,Hermiston,OR,97838,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.849179,-119.29072,5/8/2023,259472,2023-05-08 00:36:21 UTC,4/15/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA HERMISTON DC1,1215 N 1st St,Hermiston,OR,97838,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.849188,-119.290612,5/8/2023,259473,2023-05-08 00:36:21 UTC,4/15/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER THOMSON DC1,2101 Washington Rd,Thomson,GA,30824,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.513546,-82.50309,5/8/2023,259488,2023-05-08 00:36:26 UTC,4/15/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER THOMSON DC2,2101 Washington Rd,Thomson,GA,30824,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.51373,-82.503191,5/8/2023,259489,2023-05-08 00:36:26 UTC,4/15/2023,CHADEMO J1772COMBO,US,,
GLENEAGLES STATION 2,7667 Victory Ln,Delray Beach,FL,33446,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,26.44172,-80.165404,5/8/2023,259554,2023-05-08 00:35:41 UTC,4/19/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER LAKEPOINT DC1,171 LakePoint Pkwy,Cartersville,GA,30121,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.119267,-84.74606,5/8/2023,259567,2023-05-08 00:36:31 UTC,4/19/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA GW SPRINGS DC2,2115 Grand Avenue,Glenwood Springs,CO,81601,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.531081,-107.326016,5/8/2023,259570,2023-05-08 00:36:32 UTC,4/19/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA GW SPRINGS DC1,2115 Grand Avenue,Glenwood Springs,CO,81601,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.531081,-107.325973,5/8/2023,259571,2023-05-08 00:36:32 UTC,4/19/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA GW SPRINGS DC3,2115 Grand Avenue,Glenwood Springs,CO,81601,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.531083,-107.325927,5/8/2023,259632,2023-05-08 00:36:32 UTC,4/20/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA GW SPRINGS DC4,2115 Grand Avenue,Glenwood Springs,CO,81601,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.531084,-107.325916,5/8/2023,259633,2023-05-08 00:36:32 UTC,4/20/2023,CHADEMO J1772COMBO,US,,
S-R CPE2501,784 County Rd 64,Elmira,NY,14903,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.152089,-76.88525,5/8/2023,259680,2023-05-08 00:36:07 UTC,4/21/2023,CHADEMO J1772COMBO,US,,
KOOL TOYOTA CPE-FAST,3780 Plainfield Ave NE,Grand Rapids,MI,49525,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.031982,-85.625881,5/8/2023,259746,2023-05-08 00:36:07 UTC,4/22/2023,CHADEMO J1772COMBO,US,,
GENESIS ATL #1 GEN ATL #1,5917 Peachtree Industrial Blvd,Chamblee,GA,30341,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.908732,-84.291946,5/8/2023,259751,2023-05-08 00:36:20 UTC,4/22/2023,CHADEMO J1772COMBO,US,,
GENESIS ATL #1 GEN ALT #2,5917 Peachtree Rd,Atlanta,GA,30341,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.903621,-84.288249,5/8/2023,259755,2023-05-08 00:36:26 UTC,4/22/2023,CHADEMO J1772COMBO,US,,
KUM & GO GRANBY PL2,308 West Agate Avenue,Granby,CO,80446,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.085786,-105.94739,5/8/2023,259758,2023-05-08 00:36:31 UTC,4/22/2023,CHADEMO J1772COMBO,US,,
KUM & GO GRANBY PL1,308 West Agate Avenue,Granby,CO,80446,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.085814,-105.9474,5/8/2023,259759,2023-05-08 00:36:31 UTC,4/22/2023,CHADEMO J1772COMBO,US,,
LITHIA BMW BMW DC 1,9631 Hickman Rd,Urbandale,IA,50322,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.61596,-93.753106,5/8/2023,259760,2023-05-08 00:36:32 UTC,4/22/2023,J1772COMBO,US,,
AAF PARAMUS DC LEFT,375 NJ-17,Paramus,NJ,7652,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.946378,-74.072194,5/8/2023,259768,2023-05-08 00:36:33 UTC,4/22/2023,CHADEMO J1772COMBO,US,,
ROSEVILLE HYUND STATION #2,200 N Sunrise Ave,Roseville,CA,95661,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.750037,-121.264621,5/8/2023,259817,2023-05-08 00:29:54 UTC,4/25/2023,CHADEMO J1772COMBO,US,,
PHILOTT HYUNDAI CPE250-A,2310o U.S. 69 Access Rd,Nederland,TX,77627,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,29.971978,-94.023002,5/8/2023,259837,2023-05-08 00:36:33 UTC,4/25/2023,CHADEMO J1772COMBO,US,,
PHILOTT HYUNDAI CPE250-B,2310o U.S. 69 Access Rd,Nederland,TX,77627,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,29.971978,-94.023066,5/8/2023,259838,2023-05-08 00:36:33 UTC,4/25/2023,CHADEMO J1772COMBO,US,,
CCC1 CAMPBELLVILL L3,35 Crawford Crescent,Milton,ON,L0P 1B0,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.487728,-79.985037,5/8/2023,259849,2023-05-08 00:38:00 UTC,4/25/2023,CHADEMO J1772COMBO,CA,,
KELLEY CADILLAC 4-G-250-L-W-15,555 Grand National Dr,Fort Wayne,IN,46804,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.079498,-85.226371,5/8/2023,259879,2023-05-08 00:30:59 UTC,4/26/2023,CHADEMO J1772COMBO,US,,
DONWOODAUTO DW CHEVY 1,12916 OH-664,Logan,OH,43138,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.539284,-82.439698,5/8/2023,259885,2023-05-08 00:36:07 UTC,4/26/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER VININGS DC1,4300 Paces Ferry Rd SE,Atlanta,GA,30339,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.86576,-84.46693,5/8/2023,259899,2023-05-08 00:36:34 UTC,4/26/2023,CHADEMO J1772COMBO,US,,
PRESHYUN PKG 1,768 E Chester St,Kingston,NY,12401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.957566,-73.9904,5/8/2023,259936,2023-05-08 00:32:13 UTC,4/27/2023,CHADEMO J1772COMBO,US,,
PRESHYUN PKG 2,768 E Chester St,Kingston,NY,12401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9575,-73.990371,5/8/2023,259937,2023-05-08 00:32:13 UTC,4/27/2023,CHADEMO J1772COMBO,US,,
MONTROSE EV 1 MONTROSE PL1,533 North 1st Street,Montrose,CO,81401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.481607,-107.875901,5/8/2023,259953,2023-05-08 00:36:35 UTC,4/27/2023,CHADEMO J1772COMBO,US,,
MONTROSE EV 1 MONTROSE PL2,533 North 1st Street,Montrose,CO,81401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.481584,-107.875873,5/8/2023,259954,2023-05-08 00:36:35 UTC,4/27/2023,CHADEMO J1772COMBO,US,,
HOP CHARGERS HOP2-NORTH LOT,343 N Perryville Rd,Rockford,IL,61107,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.272022,-88.97931,5/8/2023,260018,2023-05-08 00:34:36 UTC,4/28/2023,CHADEMO J1772COMBO,US,,
EDMONDOK FESTIVAL MARKET,26 W 1st St,Edmond,OK,73003,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.653775,-97.483135,5/8/2023,260031,2023-05-08 00:36:33 UTC,4/28/2023,CHADEMO J1772COMBO,US,,
HION NETWORK OURAY PL2,1230 Main St,Ouray,CO,81427,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.029535,-107.67348,5/8/2023,260039,2023-05-08 00:36:35 UTC,4/28/2023,CHADEMO J1772COMBO,US,,
HION NETWORK OURAY PL1,1230 Main Street,Ouray,CO,81427,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.029541,-107.673453,5/8/2023,260040,2023-05-08 00:36:35 UTC,4/28/2023,CHADEMO J1772COMBO,US,,
BMW RIDGEFIELD RIDGEFIELD 1,746 US-7,Ridgefield,CT,6877,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.330654,-73.472962,5/8/2023,260098,2023-05-08 00:34:24 UTC,4/29/2023,CHADEMO J1772COMBO,US,,
BMW RIDGEFIELD RIDGEFIELD 2,746 US-7,Ridgefield,CT,6877,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.330706,-73.472953,5/8/2023,260099,2023-05-08 00:34:24 UTC,4/29/2023,CHADEMO J1772COMBO,US,,
MODERN HYUNDAI 100000112,965 Concord Pkwy S,Concord,NC,28027,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.392306,-80.621719,5/8/2023,260105,2023-05-08 00:36:03 UTC,4/29/2023,CHADEMO J1772COMBO,US,,
MODERN HYUNDAI 100000111,965 Concord Pkwy S,Concord,NC,28027,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.392236,-80.621741,5/8/2023,260106,2023-05-08 00:36:03 UTC,4/29/2023,CHADEMO J1772COMBO,US,,
CRESTMONT DRIVE CRESTMONT,2961 Center Rd,Brunswick,OH,44212,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.23914,-81.792626,5/8/2023,260177,2023-05-08 00:35:43 UTC,5/2/2023,CHADEMO J1772COMBO,US,,
CRESTMONT DRIVECRESTMONT2,2961 Center Rd,Brunswick,OH,44212,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.239116,-81.792605,5/8/2023,260178,2023-05-08 00:35:43 UTC,5/2/2023,CHADEMO J1772COMBO,US,,
ERNST CHARGER 1 EAC CHARGER,615 23rd St E,Columbus,NE,68601,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.437834,-97.318901,5/8/2023,260180,2023-05-08 00:35:50 UTC,5/2/2023,CHADEMO J1772COMBO,US,,
